age,income,credit_score,loan_amount,debt_to_income_pct,num_dependents,years_employed,account_balance,num_prev_loans,monthly_expenses,gender,employment_status,education_level,loan_purpose,region,marital_status,application_year,loan_duration_months,application_date
62,24338.94,535,12130.1,9.05,2,,4027.25,4,5459.02,Female,Part-Time,Bachelor,Medical,North,,2013,48,27/4/2013
44,49823.85,598,23461.76,17.22,5,3.7,5105.96,1,18014.14,Female,Unemployed,High School,Home,South,Single,2020,48,2/12/2020
43,,663,2308.19,66.19,5,2.4,79508.82,6,23147.25,Female,Full-Time,High School,Home,East,Single,2019,60,24/10/2019
71,37639.14,626,14109.21,52.56,5,1.7,12718.32,1,13271.81,Male,Self-Employed,Bachelor,Home,North,Divorced,2015,24,17/4/2015
25,36543.81,648,7566.1,20.4,3,3.1,9714.52,3,9999.36,Female,Full-Time,Bachelor,Home,North,Married,2017,84,11/10/2017
20,,412,5797.61,15.28,0,0.7,,1,15229.68,Male,Full-Time,Bachelor,Car,East,Single,2018,36,23/9/2018
60,137104.46,676,37747.44,15.93,1,3.5,5797.31,4,,Male,Full-Time,Master,Home,East,Married,2023,60,4/5/2023
35,42391.37,845,4520.22,31.53,0,3.7,5678.35,2,9734.46,Female,Retired,High School,Education,North,Married,2016,36,26/6/2016
65,86674.19,768,45001.94,56.85,4,1.2,1759.4,3,,Female,Full-Time,Bachelor,Home,Central,Married,2016,48,24/11/2016
73,26845.69,643,41574.58,36.48,5,0.1,6451.11,8,,Male,Full-Time,,Business,East,Single,2021,60,9/12/2021
53,245100,745,63059.97,41.31,1,15.2,19830.03,5,68879.62,Female,Unemployed,,Home,North,Married,2012,36,16/6/2012
26,190843.39,635,6153.41,16.9,2,10.3,1886.64,6,32989.63,Male,Full-Time,,Home,South,Divorced,2017,36,17/11/2017
68,68204.76,672,6544.36,4.98,6,0.2,3352.49,1,15891.79,Female,Retired,Bachelor,Personal,South,Single,2015,84,14/11/2015
39,116571.83,433,20726.33,12.95,2,6.5,12625.74,4,39720.6,Male,Full-Time,Bachelor,Car,Central,Married,2016,60,11/4/2016
69,16577.81,850,11271.32,37.39,4,1.5,6090.62,2,3408.83,Female,Full-Time,Bachelor,Business,Central,Married,2013,48,11/10/2013
25,26597.21,618,17284.3,37.6,0,3.6,3373.99,8,9564.84,Female,Self-Employed,Bachelor,Business,South,Married,2017,48,9/9/2017
42,24218.93,596,10165.94,10.97,6,0.3,5275.44,7,6161.7,Male,Part-Time,Bachelor,Car,South,Single,2023,60,8/2/2023
46,51025.45,684,26714.75,43.07,0,1.6,317.93,3,12049.86,Female,Retired,Master,Personal,Central,Married,2024,36,3/12/2024
57,155959.85,578,5304.02,20.04,1,6.2,26097.63,6,37170.56,Male,Part-Time,High School,Personal,Central,Single,2019,24,17/4/2019
69,53166.93,832,22602.01,53.19,0,6.3,440.07,6,10351.49,Female,Full-Time,High School,Business,East,Married,2014,84,3/8/2014
56,25424.35,693,9345.33,31.87,,11,2380.17,9,4820.25,Female,Part-Time,Bachelor,Business,West,Married,2023,36,20/2/2023
41,40762.04,475,34341.29,63.34,0,4.9,67338.49,3,8459.19,Male,Full-Time,,Personal,North,Single,2012,36,26/8/2012
26,78794.99,676,3768.04,24.12,5,2.6,4264.67,8,14179.97,Female,Full-Time,High School,Education,Central,Widowed,2020,36,5/8/2020
71,42504.25,551,14124.38,13.73,5,13.6,1903.43,3,11111.57,Male,Unemployed,Bachelor,Medical,North,Married,2020,60,12/10/2020
43,,678,5944.44,32.99,2,,,6,6959.04,Female,Full-Time,High School,Business,East,Married,2019,24,6/11/2019
52,41027.63,741,7931.83,47.27,,5.2,2094.19,2,10309.24,Female,Full-Time,Master,Medical,Central,Married,2011,48,6/1/2011
53,59663.89,679,9044.82,23.72,0,11,3288.77,5,23469.34,Female,Self-Employed,PhD,Personal,Central,Married,2022,48,8/5/2022
53,87336.8,580,3592.32,36.92,0,12.6,2769.11,3,15681.81,Male,Part-Time,,Business,North,Married,2017,24,25/6/2017
39,31743.95,562,40249.79,24.1,3,4,4027.59,2,5757.37,Female,Retired,High School,Education,West,Single,2017,48,10/1/2017
25,53940.16,621,6649.97,54.8,1,0.5,15614.32,0,9045.6,Female,Full-Time,Master,Car,North,Single,2010,36,18/12/2010
59,,642,7934.57,18.33,4,0.8,2133.69,1,15154.82,Male,Unemployed,High School,Education,Central,Single,2024,60,8/2/2024
49,68847.32,633,30300.51,17.16,,5.2,8565.21,6,14584.05,Male,Full-Time,High School,Car,North,Married,2023,36,16/12/2023
53,71957.8,563,5915.38,28.06,6,2,12823.86,3,18511.82,Male,Full-Time,Bachelor,Business,East,Married,2022,60,6/10/2022
26,57062.03,621,46959.86,35.41,1,3.6,5997.07,4,,Male,Part-Time,,Business,West,Single,2019,36,4/9/2019
59,41551.33,752,18319.69,32.75,1,0.6,8929.21,6,9642.02,Male,Part-Time,PhD,Home,South,Widowed,2018,60,13/8/2018
19,50331.62,597,6387.08,35.47,5,3.7,1737.41,3,17319.39,Female,Unemployed,,Business,Central,,2011,60,11/12/2011
49,80546,608,17381.58,12.1,2,5,387.94,2,26140.46,Male,Self-Employed,Master,Personal,North,Single,2017,36,8/8/2017
66,126319.76,641,5518.6,65.15,0,3.5,15559.43,0,28033.41,Male,Retired,Bachelor,Personal,East,Single,2017,36,26/4/2017
35,33153.11,694,33281.25,7.65,4,4.4,2130.7,3,12062.56,Non-Binary,Full-Time,Master,Home,Central,Married,2024,84,27/2/2024
62,27596.81,739,44845.67,21.12,0,4.9,32103.73,9,4903.52,Female,Full-Time,,Home,Central,Married,2023,48,16/10/2023
57,71185.1,664,17578.25,35.16,5,1.6,,3,14674.48,Female,Full-Time,Bachelor,Personal,South,Divorced,2022,36,22/12/2022
74,25110.06,798,9774.13,14.5,6,0.5,2407.09,7,7663.16,Male,Self-Employed,,Business,West,Married,2015,60,3/8/2015
73,47446.22,559,11066.81,7.6,6,6.6,,7,13614.58,Male,Full-Time,PhD,Education,West,,2015,24,10/8/2015
70,67481.56,597,85514.67,26.62,2,1.1,28313.05,2,17696.11,Male,Full-Time,Bachelor,Home,East,Married,2016,84,20/8/2016
42,95585.99,509,10607.82,26.51,1,,2664.51,9,23466.53,Male,Full-Time,High School,Car,North,,2019,60,25/11/2019
62,74407.12,748,31447.42,21.39,0,1,33695.06,6,15382.78,Female,Full-Time,Master,Home,West,Divorced,2020,60,2/5/2020
48,48918.1,499,4898.76,28.49,2,2.5,17129.24,6,13949.91,Female,Full-Time,High School,Education,Central,Single,2015,84,24/7/2015
64,27528.18,574,24049.25,29.53,6,1.3,991.57,9,6254.23,Male,Self-Employed,,Home,East,Married,2019,36,6/3/2019
69,47152.14,530,9896.96,28.36,0,1.6,2306.9,0,8765.89,Male,Part-Time,Master,Home,West,Married,2019,60,23/8/2019
68,48393.88,717,5383.04,31.97,1,9.3,5583.7,4,11071.41,Female,Self-Employed,Master,Car,North,Divorced,2024,60,13/2/2024
49,35549.37,561,8759.88,39.98,4,0.3,15091.5,2,6818.54,Female,Full-Time,Bachelor,Business,North,Married,2016,36,3/9/2016
23,67649.35,541,11186.39,30.98,5,,3011.75,1,18956.32,Female,Full-Time,Master,Car,South,Single,2016,24,2/9/2016
60,82396.48,648,8699.25,15.88,1,2.7,6050.01,4,16757.11,Male,Unemployed,,Car,East,Married,2011,84,27/11/2011
73,51830.71,669,11986.05,34.1,2,6.7,,7,8734.05,Female,Full-Time,Bachelor,Education,West,,2024,84,28/9/2024
34,25918.43,771,11893.87,11.2,0,3,2500.77,5,4434.35,Female,Self-Employed,Bachelor,Car,South,Married,2012,36,18/3/2012
23,27309.86,653,21164.62,13.06,3,,8875.98,6,10824.01,Male,Self-Employed,,Home,Central,Married,2018,12,19/7/2018
70,108260.72,570,23083.53,7.13,3,5.7,3003.64,8,,Male,Part-Time,High School,Medical,West,Single,2023,60,19/10/2023
32,54048.5,604,2413.52,38.8,3,1.8,,9,18468.15,Female,Full-Time,Bachelor,Personal,North,Married,2019,84,23/6/2019
24,148079.72,569,22851.88,13.65,4,2.4,9818.04,0,42880.4,Female,Unemployed,Bachelor,Car,Central,Divorced,2016,84,27/5/2016
32,67760.34,738,18730.15,28.99,4,2.1,2688.18,6,13822.43,Female,Unemployed,,Education,South,Single,2012,36,16/8/2012
39,38153.33,827,11934.4,24.55,2,11,1434.7,4,,Male,Full-Time,Master,Education,South,Single,2021,36,18/3/2021
49,28379.99,655,56893.3,53.58,3,,22118.83,4,6913.74,Female,Retired,Master,Personal,South,Single,2024,48,11/1/2024
44,26873.16,616,3607.6,13.67,6,7.1,5263.53,4,8591.27,Female,Self-Employed,Bachelor,Business,North,Divorced,2020,24,7/4/2020
32,56389.07,623,24779.65,16.62,5,11.9,34059.58,9,15704.74,Female,Full-Time,Bachelor,Medical,South,Single,2011,60,7/9/2011
61,67332.05,639,3151.64,18.53,3,10.6,2790.85,0,,Female,Full-Time,PhD,Business,East,Married,2016,48,24/5/2016
68,111553.26,462,8959.33,14.8,4,10.5,13252.81,1,28484.6,Male,Unemployed,Master,Education,West,Married,2013,12,13/4/2013
51,63194.52,636,10380.18,41.38,1,,5289.97,6,20381.98,Female,Unemployed,Master,Medical,East,Married,2020,36,15/3/2020
26,56366.93,708,4530.3,9.79,5,2.8,4220.44,7,11387.77,Female,Full-Time,Bachelor,Personal,West,Married,2016,84,12/4/2016
32,29484.56,516,2651.01,28.61,5,0.6,14274.06,3,5386.6,Female,Retired,High School,Personal,North,Married,2021,24,15/10/2021
25,64028.21,518,6344.39,45.5,5,6,2450.35,4,10945.96,Female,Full-Time,High School,Personal,North,Single,2019,48,26/2/2019
68,32752.06,659,13389.13,74.34,4,7.3,11545.57,3,5888.23,Female,Full-Time,Bachelor,Education,South,Single,2010,36,21/11/2010
28,46486.99,692,17890.46,29.76,3,3.8,22190.54,6,14352.02,Female,Self-Employed,Bachelor,Home,South,,2013,60,15/11/2013
27,73361,666,6017.94,26.04,5,1,11846.65,4,13480.5,Male,Unemployed,High School,Personal,South,Married,2022,12,6/11/2022
60,65182.82,576,14506.57,29.07,0,5.6,780.01,9,16389.97,Male,Full-Time,Bachelor,Medical,East,Single,2015,48,3/10/2015
57,74752.28,603,14204.91,20.8,4,0.2,29876.48,3,16603.49,Female,Unemployed,Bachelor,Medical,West,Married,2019,48,8/2/2019
31,60249.16,652,29007.24,14.85,6,0.5,850.2,0,12124.91,Female,Full-Time,,Home,Central,Married,2013,60,15/10/2013
27,46538,708,80311.3,62.73,2,6.8,12083.18,0,,Female,Self-Employed,High School,Personal,West,Married,2023,60,7/8/2023
68,38682.52,721,99032.8,29.21,,3.4,20984.49,0,8551.32,Male,Full-Time,PhD,Education,West,Married,2014,36,18/3/2014
46,58602.34,644,18288.92,8.86,0,5.2,1770.52,0,16182.64,Female,Self-Employed,High School,Car,East,Divorced,2019,60,23/8/2019
29,,660,31517.79,15.66,2,2.5,7064.71,8,18445.7,Female,Full-Time,PhD,Medical,North,Single,2018,36,3/2/2018
58,83755.76,592,21342.7,20.79,0,3.8,4838.86,5,17653.7,Male,Part-Time,Master,Medical,North,Single,2017,60,25/2/2017
22,104774.51,592,22975.61,5.64,0,4.5,5761.49,0,29790.53,Male,Part-Time,PhD,Car,Central,,2020,60,16/5/2020
65,91227.5,738,6068.57,18.74,0,3.6,4096.93,4,19285.53,Male,Self-Employed,Bachelor,Medical,North,Married,2014,48,23/8/2014
43,,827,12217.87,20.96,4,3.2,2390.81,9,5748.52,Female,Full-Time,Bachelor,Business,East,Married,2014,36,18/10/2014
52,30246.14,699,17368.08,50.63,2,0.8,17896.24,3,11045.16,Male,Full-Time,Master,Business,Central,,2021,60,26/6/2021
51,39077.29,640,6735.48,24.32,4,32.3,8226.17,3,6720.26,Non-Binary,Full-Time,,Education,North,Divorced,2019,48,24/1/2019
58,126483.83,612,23172.08,18.42,4,,17479.01,7,34735.45,Male,Full-Time,Master,Education,North,Single,2015,36,5/5/2015
36,,595,27567.82,36.09,1,19.8,6166.69,1,8979.62,Female,Unemployed,,Home,Central,Divorced,2021,48,11/8/2021
68,55982.51,539,8659.48,50.02,1,3.1,3366.29,5,20578.75,Male,Self-Employed,Bachelor,Medical,West,Married,2018,12,22/2/2018
19,,671,13484.3,25.53,4,14.4,5407.92,9,5404.71,Female,Full-Time,,Home,East,Single,2024,60,4/2/2024
38,52906.25,850,14701.81,58.65,1,4.4,831.65,2,12022.05,Male,Full-Time,,Medical,East,Divorced,2023,84,21/10/2023
52,64654.42,711,16559.71,32.92,4,4.8,37279.68,7,23281.08,Female,Part-Time,,Business,West,Married,2017,84,20/6/2017
60,57713.51,592,11116.07,30.96,6,4.5,110880.37,1,12275.58,Female,Part-Time,Bachelor,Home,East,Married,2021,36,8/2/2021
24,84914.8,501,16685.93,24.86,4,7.2,4135.15,5,14900.12,Male,Full-Time,Bachelor,Education,South,Widowed,2020,36,4/8/2020
63,55495.76,465,16820.07,23.1,5,1.5,1528.02,0,11876.46,Female,Retired,Bachelor,Home,North,Single,2020,48,23/12/2020
24,94384.48,696,15598.06,13.99,0,1.2,9788.4,9,34358.69,Female,Part-Time,Master,Car,Central,Married,2010,48,12/12/2010
42,47998.62,565,14145.51,27.67,1,8.9,10384.65,0,15874.88,Male,Unemployed,High School,Personal,East,Single,2011,48,15/2/2011
52,29022.08,470,64150.06,12.64,3,11,407.55,0,,Male,Part-Time,Bachelor,Business,Central,Single,2018,48,4/12/2018
72,108518.38,580,26456.14,9.61,1,0.5,2733.99,6,32953.63,Female,Full-Time,High School,Medical,Central,Single,2024,48,24/4/2024
22,99787.66,569,13351.58,13.41,2,3.3,16107.18,6,20412.79,Female,Full-Time,,Personal,West,Single,2020,48,28/10/2020
53,65177.51,583,5588.45,20.17,1,3.8,1298.16,7,12263.67,Male,Unemployed,,Home,West,Single,2018,36,4/11/2018
70,38270.42,642,10477.57,5.1,2,1.2,36132.94,6,11656.52,Female,Full-Time,Bachelor,Education,Central,Married,2023,60,11/9/2023
68,89996.63,670,16306.84,30.16,0,5.5,5849.24,4,21073.6,Female,Full-Time,High School,Home,Central,Married,2016,48,5/8/2016
54,48931.85,607,9313.68,51.73,3,5.1,1984.87,9,12147.47,Female,Full-Time,Master,Car,East,Single,2014,24,14/2/2014
46,32534.22,668,7443.78,18.51,4,0.4,4533.29,5,6321.89,Female,Unemployed,Bachelor,Business,East,Widowed,2014,84,11/10/2014
22,24932.43,528,13656.4,37.36,5,4.3,4229.69,4,7482.38,Male,Full-Time,High School,Home,West,Married,2015,36,15/5/2015
49,42313.55,628,6927.7,19.44,5,0.9,2424.67,5,14098.72,Male,Self-Employed,Bachelor,Home,South,Married,2014,84,23/8/2014
69,42200.96,570,13474.15,23.45,6,0.3,24074.7,6,8988.34,Male,Full-Time,Master,Car,Central,Widowed,2016,84,23/9/2016
51,104433.83,674,6903.99,16.44,4,8,6938.05,1,41058.09,Male,Self-Employed,High School,Business,South,Married,2018,24,18/3/2018
60,105366.15,558,3276.75,33.09,4,4.2,3280.12,9,41010.32,Male,Full-Time,Bachelor,Car,East,Divorced,2010,60,4/4/2010
55,51608.87,590,4454.82,39.8,6,,15915.26,5,14771.3,Male,Full-Time,High School,Education,West,Married,2021,48,21/6/2021
71,27985.92,733,8944.74,26.77,6,,6329.8,3,5513.07,Female,Full-Time,High School,Home,Central,Single,2018,24,11/4/2018
46,79680.87,599,8696.36,33.55,3,,9203.37,3,31845.22,Female,Part-Time,Bachelor,Personal,South,Married,2024,36,15/6/2024
38,142614.43,618,8623.39,27.12,1,7.4,871.38,3,31853.69,Male,Full-Time,High School,Car,North,Married,2023,36,13/5/2023
71,18696.39,730,10092.61,17.71,3,9.3,1913.69,1,4266.28,Female,Full-Time,Bachelor,Business,East,Married,2015,48,8/6/2015
38,31695.76,587,12820.52,8.78,6,6.9,2296.58,5,6766.8,Male,Part-Time,Master,Personal,West,Married,2018,84,20/10/2018
32,204406.17,488,6950.96,13.08,6,6.7,1391.93,8,42347.76,Male,Part-Time,High School,Car,North,Married,2014,24,19/3/2014
68,51141.23,609,6618.68,25.22,,0.9,66067.23,8,17951.83,Male,Part-Time,High School,Car,West,Single,2018,60,27/7/2018
23,108612.22,561,11632.44,17.79,4,0.1,10701.94,5,25236.48,Female,Self-Employed,High School,Home,West,Single,2016,36,25/7/2016
66,,735,10966.93,26.03,1,8,,3,16122.53,Male,Unemployed,,Home,Central,Married,2014,48,24/7/2014
23,107154.24,545,5611.58,28.41,0,1.3,353.76,0,21473.05,Female,Unemployed,PhD,Education,South,Divorced,2019,60,17/1/2019
22,24070.92,612,17155.2,25.6,6,5.3,8969.44,5,4322.55,Female,Full-Time,Bachelor,Education,South,Divorced,2013,48,28/4/2013
50,34447.18,533,15776.38,25.67,5,13.1,1523.55,7,10850.09,Female,Full-Time,Master,Personal,West,Married,2024,60,17/11/2024
68,22273.85,733,10143.75,24.46,0,1.9,2161.78,7,4370.8,Male,Full-Time,Bachelor,Business,Central,Married,2016,24,22/7/2016
18,,703,9227.78,54.66,3,0.2,228.77,2,,Male,Self-Employed,,Personal,South,,2014,60,6/7/2014
30,107699.36,579,28074.57,61.34,4,0.5,605.73,7,20787.26,Non-Binary,Full-Time,Bachelor,Car,East,Divorced,2013,84,1/9/2013
60,50189.84,722,3222.9,7.31,0,0.1,17483.56,3,17574.92,Male,Self-Employed,,Education,South,Married,2012,48,19/1/2012
44,40667.34,692,23332.2,16.44,2,,3339.05,8,,Male,Full-Time,High School,Education,East,Single,2020,36,8/10/2020
50,52538.55,695,30239.83,26.81,0,1.5,4429.55,7,9348.81,Male,Full-Time,Master,Education,East,Divorced,2017,84,22/3/2017
41,39626.46,533,10677.83,39.53,5,11.7,14284.73,1,6709.85,Male,Full-Time,Bachelor,Personal,South,Married,2010,36,10/10/2010
46,98204.43,841,6435.05,10.84,0,9.2,1635.95,5,31971.7,Male,Full-Time,Master,Personal,East,Divorced,2024,48,2/4/2024
55,61540.66,685,6693.76,73.06,2,10.7,27785.35,8,13562.95,Male,Full-Time,,Medical,East,Married,2015,36,19/6/2015
40,38697.33,562,54135.15,14.6,0,0.6,10700.22,0,12073.08,Female,Part-Time,Bachelor,Home,North,Married,2016,60,2/4/2016
53,94771.62,597,33213.73,67.34,1,1.1,13591.91,8,23291,Male,Part-Time,Bachelor,Education,South,Widowed,2013,48,19/6/2013
53,94903.2,655,20604.05,21.79,3,11.4,,8,18878.56,Female,Full-Time,Master,Personal,West,Divorced,2017,36,13/6/2017
63,38797.2,611,8739.44,44.24,1,0.6,8672.53,9,7694.98,Female,Full-Time,High School,Medical,Central,Single,2011,48,15/7/2011
32,,747,38334.74,10.33,3,9,1035.2,6,6183.51,Male,Self-Employed,High School,Business,Central,Divorced,2012,48,26/8/2012
27,73780.51,727,5465.23,20.49,6,0.3,7780.1,3,24466.92,Female,Full-Time,Master,Home,West,Single,2017,24,4/7/2017
63,111586.95,703,39486.08,35.08,1,7.7,3926.49,9,35450.18,Male,Part-Time,PhD,Personal,South,Married,2022,36,10/5/2022
61,61648.15,667,7097.47,19.77,1,3.9,3925.57,2,12262.34,Male,Self-Employed,Bachelor,Personal,South,Divorced,2014,48,16/11/2014
58,41642.5,490,11058.51,23.5,4,0.6,39304.08,7,7461.55,Male,Self-Employed,Master,Home,East,Divorced,2015,48,23/5/2015
32,105594.82,747,31558.26,26.91,1,0.1,8820.19,0,17956.7,Female,Full-Time,High School,Car,North,Single,2024,36,19/4/2024
39,18561.97,685,44161.46,22.63,3,1.6,1663.04,0,,Female,Part-Time,High School,Education,Central,Married,2019,48,10/11/2019
23,35088.57,686,16292.08,44.35,0,1.9,595.64,3,,Female,Self-Employed,Bachelor,Education,West,Single,2021,48,11/10/2021
40,97694.55,705,38064.88,4.34,5,5.6,1316.93,1,32264.83,Female,Full-Time,High School,Car,East,Single,2024,60,27/11/2024
48,56337.07,601,10959.47,62.5,3,0.2,17366.12,8,15184.94,Male,Self-Employed,,Car,North,Divorced,2016,60,18/9/2016
61,119772,637,8861.87,46.82,0,1.2,7678.8,1,32548.53,Female,Self-Employed,Bachelor,Medical,West,Single,2022,36,22/5/2022
20,77371.84,678,8130.57,79.18,2,1.6,3059.18,6,30417.83,Female,Part-Time,,Personal,Central,Married,2022,36,18/11/2022
45,20873.9,615,49161.88,20.64,2,6.9,42763.82,0,6736.41,Female,Full-Time,High School,Home,South,Single,2018,60,13/7/2018
31,55609.24,606,12272.45,25.68,,10.7,28530.54,7,12684.25,Female,Full-Time,High School,Medical,North,Married,2022,60,8/7/2022
35,66394.89,646,13133.34,48.35,5,0.9,4957.85,5,16353.65,Female,Unemployed,High School,Education,West,Single,2016,36,2/1/2016
44,19198.46,668,20816.82,18.62,1,2.1,47778.21,6,3251.39,Female,Full-Time,Bachelor,Home,Central,Married,2019,36,23/4/2019
66,37436.13,742,9710.47,29.28,5,0.4,363.83,0,10071.23,Female,Full-Time,Bachelor,Business,West,Married,2011,84,8/1/2011
32,36067.1,553,15397.22,18.2,5,2.4,5102.14,3,8291.05,Female,Full-Time,Master,Home,South,Divorced,2016,60,20/4/2016
21,33210.59,785,27047.7,18.97,6,21.8,2084.4,5,8267.56,Male,Full-Time,Bachelor,Business,South,Married,2013,48,24/1/2013
32,43098.95,713,9711.61,25.78,0,3.2,4170.22,9,9447.52,Male,Full-Time,High School,Home,East,Single,2015,24,18/5/2015
25,,518,27669.26,20.4,1,4.8,1073.8,5,27705.47,Male,Full-Time,Master,Car,East,Married,2016,36,10/6/2016
66,38443.5,850,7647.99,24.42,4,9.2,786.54,4,12705.21,Female,Full-Time,Master,Personal,Central,Single,2017,36,21/5/2017
70,49239.57,613,13909.59,19.88,4,10.3,89.33,0,9416.29,Female,Full-Time,Master,Car,South,Single,2024,84,10/4/2024
24,88255.28,674,13920.14,12.41,,15.4,2332.27,7,23674.7,Female,Full-Time,Bachelor,Medical,West,Single,2020,48,21/11/2020
70,,750,5116.58,14.85,0,4,,5,13428.14,Male,Unemployed,Master,Home,North,Married,2019,12,1/3/2019
47,80268.02,651,4979.86,17.76,5,2.2,469.71,7,17531.63,Male,Self-Employed,High School,Education,East,Married,2012,60,27/7/2012
24,75046.33,422,10736.66,57.76,0,1.9,13386.08,2,13105.97,Male,Self-Employed,High School,Business,East,Married,2023,84,11/3/2023
45,22371.85,635,13844.08,58.07,5,3.2,22032.36,7,3740.08,Male,Full-Time,High School,Home,North,Widowed,2022,60,15/12/2022
66,28831.47,640,16105.05,50.38,4,6.4,925.37,8,7663.03,Female,Self-Employed,Master,Car,East,,2011,36,28/3/2011
60,65629.77,591,22911.44,33.73,1,15.5,,3,17146.78,Male,Full-Time,PhD,Business,West,Single,2021,36,1/3/2021
32,29825.88,531,53160.63,26.92,3,2.1,10346.97,4,5986.63,Female,Self-Employed,Bachelor,Home,West,Single,2014,12,8/6/2014
60,18238.16,677,21951.27,13.55,1,0,1104.2,3,3423.08,Female,Full-Time,High School,Personal,Central,Single,2023,84,21/10/2023
47,54594.27,642,11499.34,35.09,1,1,2559.95,4,13521.83,Female,Full-Time,,Home,East,Divorced,2021,36,28/1/2021
34,77655.34,789,23390.99,33.79,5,1.1,13913.49,0,23967.3,Female,Full-Time,High School,Car,South,Married,2012,36,28/6/2012
68,46286.46,545,7626.25,33.09,2,5.6,9125.32,4,11912.99,Female,Part-Time,High School,Car,East,Divorced,2013,36,11/6/2013
57,55591.53,646,3992.1,29.22,5,9.2,12103.47,8,15081.4,Male,Full-Time,PhD,Home,Central,,2019,36,24/12/2019
41,46930.69,778,55091.22,19.52,6,3.2,19322.13,9,14979.07,Female,Full-Time,Master,Education,East,Married,2021,48,13/6/2021
46,48169.83,549,12876.07,4.77,0,3.1,544.13,6,13391.77,Male,Part-Time,Master,Car,East,Single,2023,48,24/5/2023
48,38953.17,620,6296.29,48.45,4,,3675.9,5,6981.45,Female,Self-Employed,,Business,North,Widowed,2024,36,18/1/2024
26,24208.45,543,24673.11,50.42,2,1.7,9837.16,7,6295.32,Male,Unemployed,,Business,South,Married,2019,48,8/4/2019
74,37115.71,711,16016.24,46.8,2,3.9,32877.27,8,13528.12,Female,Part-Time,Bachelor,Business,North,Single,2016,48,22/8/2016
43,79481.31,601,17228.8,27.29,5,8.6,3725.55,7,16343.72,Female,Self-Employed,,Education,West,Single,2022,60,1/11/2022
60,46902.87,589,23084.82,30.54,4,1.1,5533.18,9,16773.45,Male,Part-Time,Master,Home,West,Married,2024,60,16/5/2024
18,,529,11919.16,32.12,1,7.8,280.47,3,,Male,Full-Time,Master,Car,Central,,2022,36,16/7/2022
51,46216.06,506,12484.46,2.39,2,3.3,,1,8294.01,Male,Full-Time,High School,Personal,West,Divorced,2017,36,20/10/2017
63,41791.65,555,6455.95,46.49,3,1,1082.85,0,9338.25,Female,Full-Time,,Business,Central,Single,2014,36,18/3/2014
32,27495.92,673,6603.1,63.43,5,7.2,747.4,1,10755.24,Female,Unemployed,PhD,Home,West,Single,2014,36,14/5/2014
26,68972.84,706,12807.79,31.77,4,4.2,2741.6,1,,Female,Full-Time,High School,Home,Central,Single,2018,12,28/2/2018
48,119982.82,706,14044.22,47.59,0,0.3,760.93,8,30701.88,Male,Self-Employed,PhD,Car,South,,2018,60,1/5/2018
19,,747,7042.36,35.92,0,0.2,14880.58,7,6638.01,Female,Part-Time,,Car,South,Widowed,2023,48,1/3/2023
41,58238.76,711,6856.76,65.35,5,5.2,667.45,0,16002.66,Female,Unemployed,High School,Car,South,Married,2015,60,14/12/2015
69,36814.36,673,6819.43,25.35,5,9.4,6499.57,7,13530.61,Female,Part-Time,High School,Business,East,Married,2019,36,25/7/2019
18,82622.79,772,13002.96,27.58,0,0.4,11894.3,5,14739.39,Female,Part-Time,Bachelor,Medical,Central,Divorced,2020,12,9/2/2020
32,47226.75,697,9792.06,22.34,1,0.8,5106.19,5,18576.38,Male,Full-Time,,Personal,West,Married,2019,48,14/8/2019
69,35972.06,529,18372.84,45.56,6,4.9,3134.29,8,7482.57,Female,Part-Time,Bachelor,Business,East,,2023,60,15/2/2023
38,66903.02,722,25011.74,60.36,6,1,4817.05,9,,Female,Full-Time,Master,Business,South,Widowed,2011,60,10/1/2011
32,103795.98,600,2829.29,21.47,6,3.9,4596.05,3,41393.78,Female,Unemployed,High School,Car,Central,Married,2015,60,6/4/2015
26,65988.94,655,10721,49.48,0,12.6,,9,23771.83,Male,Retired,High School,Home,West,Single,2022,60,10/10/2022
42,120390.6,657,15110.91,20.23,2,4.1,2943.34,9,32929.1,Male,Self-Employed,Master,Home,East,Divorced,2011,48,9/3/2011
39,42415.57,771,26945.86,55.04,,0.9,893.24,4,9069.64,Non-Binary,Self-Employed,Bachelor,Education,East,Married,2018,12,5/9/2018
69,178837.09,599,19980.4,25.89,4,8.7,26481.74,1,33852.52,Male,Part-Time,High School,Personal,East,Married,2024,48,26/9/2024
42,34941.73,720,18388.26,11.12,6,1.1,15648.99,7,6135.32,Female,Full-Time,,Education,South,Single,2021,36,1/2/2021
65,39354.7,632,12336.31,49.49,0,2.7,7408.43,0,14788.38,Female,Part-Time,Bachelor,Personal,West,Single,2015,84,1/2/2015
43,76701.98,578,25360.58,33.92,0,3.4,15425.36,8,15174.61,Female,Full-Time,High School,Education,West,,2017,84,23/8/2017
44,55598.62,548,56308.39,1.37,4,9,19479.56,4,12832.75,Female,Retired,Bachelor,Business,South,Single,2014,36,14/11/2014
36,213118.41,850,8089.49,13.98,5,,5232.97,4,36599.12,Female,Full-Time,Bachelor,Personal,West,Single,2017,48,10/3/2017
64,81209.38,646,7155.18,8.63,2,12.3,153,0,22820.21,Male,Self-Employed,,Education,West,Married,2022,60,4/2/2022
62,,665,14743.44,24.39,3,11.3,11377.52,6,7639.55,Female,Full-Time,,Home,North,,2013,48,16/8/2013
